text,text_preprocessed,LEN
"Hizo frente a diversas sediciones internas como la denominada ""Revolución Libertadora"", encabezada por el banquero Manuel Antonio Matos, que supuso una verdadera guerra civil (1901-1903), terminando con la victoria de Castro, y el bloqueo naval que impusieron Inglaterra y [[Alemania]], ya que Venezuela se negaba a pagar su deuda con estos países, y había confiscado la empresa inglesa que suministraba electricidad a Caracas.",Hizo frente a diversas sediciones internas como la denominada Revolución Libertadora encabezada por el banquero Manuel Antonio Matos que supuso una verdadera guerra civil terminando con la victoria de Castro y el bloqueo naval que impusieron Inglaterra y Alemania ya que Venezuela se negaba a pagar su deuda con estos países y había confiscado la empresa inglesa que suministraba electricidad a Caracas,62
"Delgado Chalbaud era candidato a presidir el país luego de que la Junta Militar convocara a elecciones, pero es secuestrado y asesinado por un grupo liderado por Rafael Simón Urbina y su sobrino Domingo Urbina el 13 de noviembre de [[1950]].",Delgado Chalbaud era candidato a presidir el país luego de que la Junta Militar convocara a elecciones pero es secuestrado y asesinado por un grupo liderado por Rafael Simón Urbina y su sobrino Domingo Urbina el de noviembre de,39
"[[Marcos Pérez Jiménez]] ejerce como Ministro de Defensa hasta diciembre de 1952, y para luego asumir la Presidencia Provisional de [[la República]] al desconocer los resultados de las elecciones de diputados a la [[Asamblea Nacional Constituyente]] a realizarse en 1953, su gobierno es considerado una [[dictadura]] autoritaria y personalista que silenció a las fuerzas de la oposición, prohibió los principales [[partidos políticos]] tanto de derecha como de izquierda, cerró medios impresos que le criticaron, e impuso la censura a la radio y la televisión.",Marcos_Pérez_Jiménez ejerce como Ministro de Defensa hasta diciembre de y para luego asumir la Presidencia Provisional de la República al desconocer los resultados de las elecciones de diputados a la Asamblea Nacional Constituyente a realizarse en su gobierno es considerado una dictadura autoritaria y personalista que silenció a las fuerzas de la oposición prohibió los principales partidos políticos tanto de derecha como de izquierda cerró medios impresos que le criticaron e impuso la censura a la radio y la televisión,80
"[[Pero]], su [[dictadura]] se caracterizo en un progreso en infraestructura sin igual para el país, lo que posteriormente se conocería como la ""[[dictadura]] desarrollista"" de [[Venezuela]].",Pero su dictadura se caracterizo en un progreso en infraestructura sin igual para el país lo que posteriormente se conocería como la dictadura desarrollista de Venezuela,26
"También promovió la inmigración de mano de obra especializada para sus proyectos de infraestructuras desde [[Europa]], principalmente española, italiana y portuguesa.",También promovió la inmigración de mano de obra especializada para sus proyectos de infraestructuras desde Europa principalmente española italiana y portuguesa,21
"Pérez Jiménez tenía intenciones en permanecer en el poder mediante un plebiscito, lo que produjo un fraccionamiento en las Fuerzas Armadas que lo habían apoyado hasta entonces y que concluyeron con su derrocamiento por un movimiento cívico militar, lo que le obligó a huir rumbo hacia [[República Dominicana]] para posteriormente trasladarse a España junto a su familia.",Pérez Jiménez tenía intenciones en permanecer en el poder mediante un plebiscito lo que produjo un fraccionamiento en las Fuerzas Armadas que lo habían apoyado hasta entonces y que concluyeron con su derrocamiento por un movimiento cívico militar lo que le obligó a huir rumbo hacia República_Dominicana para posteriormente trasladarse a España junto a su familia,56
"Cuando los izquierdistas se involucraron en dos fallidas revueltas en bases navales en [[1962]], Betancourt eliminó las libertades civiles.",Cuando los izquierdistas se involucraron en dos fallidas revueltas en bases navales en Betancourt eliminó las libertades civiles,18
"El viernes 24 de junio de [[1960]] a las 9:30 de la mañana, durante el desfile militar que conmemoraba la Batalla de Carabobo, una bomba estalló en la avenida de Los Próceres en la ciudad de Caracas, incendiando el automóvil en que viajaba Betancourt.",El viernes de junio de a las de la mañana durante el desfile militar que conmemoraba la Batalla de Carabobo una bomba estalló en la avenida de Los Próceres en la ciudad de Caracas incendiando el automóvil en que viajaba Betancourt,41
"En [[1964]], Raúl Leoni ejerce el poder de las manos de Rómulo Betancourt.",En Raúl Leoni ejerce el poder de las manos de Rómulo Betancourt,12
"En [[1967]] suspendió todas las garantías constitucionales, también se recrudecieron las persecuciones y los asesinatos en contra de los líderes de izquierda, destacando la aparición de un cadáver en las playas del Morro de Lecherías el 27 de octubre de 1965, que posteriormente fue identificado como el del profesor Alberto Lovera, dirigente del Partido Comunista.",En suspendió todas las garantías constitucionales también se recrudecieron las persecuciones y los asesinatos en contra de los líderes de izquierda destacando la aparición de un cadáver en las playas del Morro de Lecherías el de octubre de que posteriormente fue identificado como el del profesor Alberto Lovera dirigente del Partido Comunista,52
"También, en este mismo período, se firma en [[Bogotá]] el Acuerdo de Cartagena, entre Venezuela, [[Chile]], Colombia, Perú y Ecuador.",También en este mismo período se firma en Bogotá el Acuerdo de Cartagena entre Venezuela Chile Colombia Perú y Ecuador,20
"El 11 de marzo de [[1969]], Leoni le entrega el poder a Rafael Caldera, miembro del partido socialcristiano COPEI, otro de los firmantes del Pacto de Punto Fijo, instaurando definitivamente la alternancia en el poder de los dos partidos más importantes de finales del Siglo XX en Venezuela.",El de marzo de Leoni le entrega el poder a Rafael Caldera miembro del partido socialcristiano COPEI otro de los firmantes del Pacto de Punto Fijo instaurando definitivamente la alternancia en el poder de los dos partidos más importantes de finales del Siglo XX en Venezuela,46
"Aunque dicha orden no significó su ingreso en prisión, debido a su avanzada edad, dificultó la elección de Pérez como senador por el estado de Táchira en los comicios legislativos previstos para el mes de [[octubre]].",Aunque dicha orden no significó su ingreso en prisión debido a su avanzada edad dificultó la elección de Pérez como senador por el estado de Táchira en los comicios legislativos previstos para el mes de octubre,36
"En 2002 comenzaron grandes protestas en su [[contra]], debido a la aprobación de una serie de 47 leyes a través de un decreto habilitante, que según el gobierno tenían como objetivo promover una nueva reforma agraria, beneficiar a los campesinos, al pescador artesanal y reactivar miles de hectáreas de tierras ociosas en manos de grandes latifundistas, siendo el mayor de todos ellos el mismo estado venezolano.",En comenzaron grandes protestas en su contra debido a la aprobación de una serie de leyes a través de un decreto habilitante que según el gobierno tenían como objetivo promover una nueva reforma agraria beneficiar a los campesinos al pescador artesanal y reactivar miles de hectáreas de tierras ociosas en manos de grandes latifundistas siendo el mayor de todos ellos el mismo estado venezolano,64
"[[La]] oposición alegaba que las leyes perjudicaban al empresario y a los ganaderos y guiaban al país hacia un modelo de gobierno ""castrocomunista"".",La oposición alegaba que las leyes perjudicaban al empresario y a los ganaderos y guiaban al país hacia un modelo de gobierno castrocomunista,23
"El 3 de diciembre de 2006 fueron las elecciones presidenciales en el país, en donde Hugo Chávez fue reelegido como Presidente Constitucional de la República para el periodo [[2007]]-[[2013]].",El de diciembre de fueron las elecciones presidenciales en el país en donde Hugo Chávez fue reelegido como Presidente Constitucional de la República para el periodo,26
"La Constitución de Venezuela fue aprobada en referéndum nacional el 15 de diciembre de 1999 y siendo promulgada por la Asamblea Nacional Constituyente el 20 de diciembre de 1999 establece que Venezuela es un Estado social de derecho y de justicia, Democrático, Federal y la figura de Poder Público Nacional, que es conformado por todas las instituciones u órganos del Gobierno que se enmarcan dentro de la Carta Fundamental de 1999 con competencias nacionales y están divididos en cinco Poderes, siendo estos y sus componentes: [[Gobierno Federal]].",La Constitución de Venezuela fue aprobada en referéndum nacional el de diciembre de y siendo promulgada por la Asamblea Nacional Constituyente el de diciembre de establece que Venezuela es un Estado social de derecho y de justicia Democrático Federal y la figura de Poder Público Nacional que es conformado por todas las instituciones u órganos del Gobierno que se enmarcan dentro de la Carta Fundamental de con competencias nacionales y están divididos en cinco Poderes siendo estos y sus componentes Gobierno_Federal,81
"El presidente venezolano es elegido por un voto de pluralidad en un sufragio directo, secreto y universal y funciona tanto como Jefe de Estado, como de Jefe del gobierno y además Comandante en Jefe de [[Fuerzas Armadas]] [[Nacionales]].",El presidente venezolano es elegido por un voto de pluralidad en un sufragio directo secreto y universal y funciona tanto como Jefe de Estado como de Jefe del gobierno y además Comandante en Jefe de Fuerzas_Armadas Nacionales,37
"[[La]] duración de su mandato es de 6 años, pudiendo ser reelegido un término consecutivo más.",La duración de su mandato es de años pudiendo ser reelegido un término consecutivo más,15
"[[En]] la [[Constitución]] también establece que la [[Asamblea Nacional]] puede otorgar por mayoría de sus integrantes poderes legislativos especiales para que el presidente dicte Decretos con fuerza de ley, los decretos-ley deben ser considerados por el Poder Legislativo.",En la Constitución también establece que la Asamblea Nacional puede otorgar por mayoría de sus integrantes poderes legislativos especiales para que el presidente dicte Decretos con fuerza de ley los decretosley deben ser considerados por el Poder Legislativo,38
"El Poder Electoral está conformado por 5 Rectores principales y con el mismo numero de suplentes elegidos por la [[Asamblea Nacional]] por período de 7 años, pudiendo ser reelegibles hasta en [[dos]] oportunidades.",El Poder Electoral está conformado por Rectores principales y con el mismo numero de suplentes elegidos por la Asamblea_Nacional por período de años pudiendo ser reelegibles hasta en dos oportunidades,30
[[La]] ley determina el proceso de elección de los rectores.,La ley determina el proceso de elección de los rectores,10
"Algunos partidos políticos de importancia regional (en existencia), son: Proyecto Carabobo (fundada en [[1997]] con Proyecto Venezuela) Movimiento Regional de Avanzada (MRA, fundado en [[2002]]), MUPI (fundado en [[1997]]), entre otros.",Algunos partidos políticos de importancia regional son Proyecto Carabobo Movimiento Regional de Avanzada MUPI entre otros,16
"[[Cada]] Estado es autónomo e iguales en lo político, organizando su administración y sus poderes públicos por medio de una Constitución Estadal, dictada por el [[Consejo Legislativo]] de acuerdo con las leyes de la Federación.",Cada Estado es autónomo e iguales en lo político organizando su administración y sus poderes públicos por medio de una Constitución Estadal dictada por el Consejo Legislativo de acuerdo con las leyes de la Federación,35
Disputa limítrofe [[con]] [[Guyana]].,Disputa limítrofe con Guyana,4
"Los límites orientales del país con [[Guyana]], reconocidos internacionalmente y trazados por el Laudo de París de 1899 (declarado nulo e írrito por Venezuela), van desde el monte Roraima hasta Punta Playa en el océano Atlántico.",Los límites orientales del país con Guyana reconocidos internacionalmente y trazados por el Laudo de París de van desde el monte Roraima hasta Punta Playa en el océano Atlántico,29
"Sin embargo, Venezuela reclama el territorio denominado como Guayana Esequiba, que abarcaría desde la frontera entre ambos países hasta el río Esequibo, apoyándose en el Acuerdo de Ginebra del 17 de febrero de [[1966]] y en el Protocolo de Puerto España del 18 de junio de [[1970]] (sólo por 12 años).",Sin embargo Venezuela reclama el territorio denominado como Guayana Esequiba que abarcaría desde la frontera entre ambos países hasta el río Esequibo apoyándose en el Acuerdo de Ginebra del de febrero de y en el Protocolo de Puerto España del de junio de,43
"El país limita al norte con el Mar Caribe (Mares territoriales de: [[República Dominicana]], Aruba, Antillas Neerlandesas, [[Puerto Rico]], Islas Vírgenes, Martinica, Guadalupe y [[Trinidad y Tobago]]), al sur con la República Federativa de [[Brasil]] y la República de [[Colombia]], al este con el Océano Atlántico y la República de [[Guyana]] y al oeste con la República de [[Colombia]].",El país limita al norte con el Mar Caribe al sur con la República Federativa de Brasil y la República de Colombia al este con el Océano Atlántico y la República de Guyana y al oeste con la República de Colombia,41
"Los principales accidentes costeros son el Golfo de Venezuela y el Lago de Maracaibo, y en el NO, entre la península colombiana de Guajira y la península de Guarajaná, separado por la bahía El Tablazo de la cuenca del Lago de Maracaibo; la doble península de Araya y Paria, entre el Golfo de Cariaco y el golfo de Paria (cerrado por la isla de Trinidad, la más grande de [[Trinidad y Tobago]]), y el delta del Orinoco.",Los principales accidentes costeros son el Golfo de Venezuela y el Lago de Maracaibo y en el NO entre la península colombiana de Guajira y la península de Guarajaná separado por la bahía El Tablazo de la cuenca del Lago de Maracaibo la doble península de Araya y Paria entre el Golfo de Cariaco y el golfo de Paria y el delta del Orinoco,64
