text,text_preprocessed,LEN
"Bihain independans blong Papua Niugini long [[Ostrelia]] long 1975, Solomon Ailans i bin givim lukautim yet long 1976 na independans i bin givim long 7th Julai 1978.",Bihain independans blong Papua Niugini long Ostrelia long Solomon Ailans i bin givim lukautim yet long na independans i bin givim long th Julai,24
"Namba long lokal toktok blong Solomon Ailans i stap 74, long en 70 i stapim na tokim, na 4 i stap dai pinis, olsem tingim blong ""[[Ethnologue]]"".",Namba long lokal toktok blong Solomon Ailans i stap long en i stapim na tokim na i stap dai pinis olsem tingim blong Ethnologue,24
"Tok Inglis i stap tokples blong [[gavman]], tasol nabaut 1-2% long pipol i tokim en.",Tok Inglis i stap tokples blong gavman tasol nabaut long pipol i tokim en,14
"Lingua Franca (toktok i tokim long planti pipol, tasol nogat tokples blong gavman) i stap Pijin, wanem i stap klostu [[Tok Pisin]].",Lingua Franca i stap Pijin wanem i stap klostu Tok_Pisin,10
Nabaut 10% long pipol blong [[Solomon Ailans]] i gat blonde (hapwait) gras blong het.,Nabaut long pipol blong Solomon_Ailans i gat blonde gras blong het,11
"(1)Em i nogat kapitol blong em, tasol em i yusim [[Honiara]] wanem i stap kapitol blong [[Kapitol]] Teritori.",Em i nogat kapitol blong em tasol em i yusim Honiara wanem i stap kapitol blong Kapitol Teritori,18
Fonde i nambafo de bilong [[wik]].,Fonde i nambafo de bilong wik,6
"Long sampela kantri (olsem [[Amerika]] na [[Inglan]]), wik i stat long [[Sande]], na Fonde i nambafaiv de bilong wik.",Long sampela kantri wik i stat long Sande na Fonde i nambafaiv de bilong wik,15
"Nem Fonde i kam long to "" Fo(a)"" na ""[[De]]"".",Nem Fonde i kam long to Fo na De,9
"Nambawan wik bilong [[yia]], em i wik i gat nambawan Fonde bilong dispela yia.",Nambawan wik bilong yia em i wik i gat nambawan Fonde bilong dispela yia,14
"Mode Gakuen Cocoon Tower(Japanese:モード学園コクーンタワー) emi wanpela taun long [[Tokyo]],Japan.",Mode Gakuen Cocoon Tower emi wanpela taun long TokyoJapan,9
Ham Lini i praim minista bilong [[Vanuatu]].,Ham Lini i praim minista bilong Vanuatu,7
"Ol Katolik, o Ketlik, o Popi ol i manmeri bilong wanpela lain bilong [[Kristen]].",Ol Katolik o Ketlik o Popi ol i manmeri bilong wanpela lain bilong Kristen,14
"Ol Kristen ol i manmeri ol i save lotuim [[Jisas]], o Krais, na ol i tingting Jisas em i Got o Bikpela i kam long Graun.",Ol Kristen ol i manmeri ol i save lotuim Jisas o Krais na ol i tingting Jisas em i Got o Bikpela i kam long Graun,26
Ol Katolik i lain i gat wanpela bikpela bos ol i kolim [[Pop]].,Ol Katolik i lain i gat wanpela bikpela bos ol i kolim Pop,13
Pop i save stap long citi bilong [[Rom]] long kantri nem bilong em [[Itali]].,Pop i save stap long citi bilong Rom long kantri nem bilong em Itali,14
Tu ol [[Katolik]] save bilip olsem ol holim pas long wankain bilip olgeta Kristen long olgeta taim bin holim.,Tu ol Katolik save bilip olsem ol holim pas long wankain bilip olgeta Kristen long olgeta taim bin holim,19
"Long wanpela we bilong autim dispela bilip em olsem: [[Mi]] bilip long God [[Papa]], em i gat olgeta strong, <br/> em i as bilong heven na graun olgeta, <br/> em yet i putim <br/> [[Mi]] bilip long [[Jisas]] Krais, em wanpela tasol em i Pikinini tru bilong God.",Long wanpela we bilong autim dispela bilip em olsem Mi bilip long God Papa em i gat olgeta strong br em i as bilong heven na graun olgeta br em yet i putim br Mi bilip long Jisas Krais em wanpela tasol em i Pikinini tru bilong God,48
"<br/> Em i Bikpela bilong yumi Holi Spirit <br/> i putim em long bel bilong yangpela meri Maria, <br/> na em i karim em Pontias Pailat <br/> i tok na i givim pen long em, <br/> na ol i nilim em long [[diwai]] Kros.",br Em i Bikpela bilong yumi Holi Spirit br i putim em long bel bilong yangpela meri Maria br na em i karim em Pontias Pailat br i tok na i givim pen long em br na ol i nilim em long diwai Kros,44
"<br/> Em i [[dai]] pinis na ol i planim em, <br/> na em i go daun long ples bilong ol daiman <br/> Em i kirap bek long matmat long de namba tri <br/> Na bihain em i goap long heven.",br Em i dai pinis na ol i planim em br na em i go daun long ples bilong ol daiman br Em i kirap bek long matmat long de namba tri br Na bihain em i goap long heven,40
<br/> Nau em i sindaun long han sut bilong God [[Papa i]] gat olgeta strong <br/> Bihain Em bai i [[kam]] bek bilong mekim kot long ol man i gat laip na long ol daiman <br/> [[Mi]] bilip long Holi [[Spirit]] <br/> [[Mi]] bilip long Holi [[Kristen]] Sios.,br Nau em i sindaun long han sut bilong God Papa_i gat olgeta strong br Bihain Em bai i kam bek bilong mekim kot long ol man i gat laip na long ol daiman br Mi bilip long Holi Spirit br Mi bilip long Holi Kristen Sios,47
<br/> [[Mi]] bilip long olgeta [[Kristen]] i wanbel tru <br/> [[Mi]] bilip long God i [[save]] tekewe olgeta sin bilong yumi <br/> [[Mi]] bilip long olgeta daiman bai i kirap long matmat <br/> [[Mi]] bilip long God i [[save]] givim yumi laip i stap oltaim oltaim.,br Mi bilip long olgeta Kristen i wanbel tru br Mi bilip long God i save tekewe olgeta sin bilong yumi br Mi bilip long olgeta daiman bai i kirap long matmat br Mi bilip long God i save givim yumi laip i stap oltaim oltaim,46
<br/> As bilong dispela prea I gat samting olsem 1090 milion manmeri long graun ol i [[Katolik]].,br As bilong dispela prea I gat samting olsem milion manmeri long graun ol i Katolik,16
.se em i Intanet kod bilong kantri [[Suwidan]].,se em i Intanet kod bilong kantri Suwidan,8
"Basshunter, Jonas Erik Altberg (mama i karim Disemba 24, [[1984]] long Halmstad) i [[Suwidan]] bilong song.",Basshunter Jonas Erik Altberg i Suwidan bilong song,8
Göttingen em i taun bilong [[kantri]] [[Siamani]] long [[Yurop]].,Göttingen em i taun bilong kantri Siamani long Yurop,9
"Bensheim (Hekte: 57.83 km²; Manmeri: 39,580 (2007)) em i siti na taun bikpela tumas bilong [[kantri]] [[Siamani]] long [[Yurop]].",Bensheim em i siti na taun bikpela tumas bilong kantri Siamani long Yurop,13
Plak bilong [[Aislan]] i mak olsem ofisel plak bilong kantri long 17 June 1944.,Plak bilong Aislan i mak olsem ofisel plak bilong kantri long June,12
" em i wanpela taun long Cáceres provins, [[Spen]].",em i wanpela taun long Cáceres provins Spen,8
"Końskowola emi wanpela peles long saut-ist hap bilong kantri [[Polan]], namel long Puławy na Lublin, klostu long peles [[Kurów]], long Wara Kurówka.",Końskowola emi wanpela peles long sautist hap bilong kantri Polan namel long Puławy na Lublin klostu long peles Kurów long Wara Kurówka,22
Long 2004 igat 2188 manmeri i silip long peles [[Końskowola]].,Long igat manmeri i silip long peles Końskowola,8
Mas i [[mun]] numba tri bilong [[yia]] long Kalenda Pop Gregori.,Mas i mun numba tri bilong yia long Kalenda Pop Gregori,11
Wanpela Noten Teritori stap wanpela stet bilong [[Ostrelia]].,Wanpela Noten Teritori stap wanpela stet bilong Ostrelia,8
Wanpela [[kapitol]] stap [[Dawin]].,Wanpela kapitol stap Dawin,4
.sl em i Intanet kod bilong kantri [[Sierra Leone]].,sl em i Intanet kod bilong kantri Sierra_Leone,8
.sk em i Intanet kod bilong kantri [[Slovakia]].,sk em i Intanet kod bilong kantri Slovakia,8
Rigo Central i wanpela lokal gavman eria long [[Sentral Provins]].,Rigo Central i wanpela lokal gavman eria long Sentral_Provins,9
Ekuwado em i wanpela [[kantri]] long [[Saut Amerika]].,Ekuwado em i wanpela kantri long Saut Amerika,8
[[Kapitol]] long emi Quito.,Kapitol long emi Quito,4
.中國 em i Intanet kod bilong kantri [[Ol Manmeri Ripablik bilong Saina]].,中國 em i Intanet kod bilong kantri Ol_Manmeri_Ripablik_bilong_Saina,8
"Sung Jae-gi o Sung Jae-ki(Tok Koria: 성재기 成在基)([[Septemba]] 11 [[1967]] - [[Julai]] 27 2013) em i man bilong Human right activists o Civic activists, liberalism pilosopi long [[Saut Koria]].",Sung Jaegi o Sung Jaeki em i man bilong Human right activists o Civic activists liberalism pilosopi long Saut_Koria,19
.한국 em i Intanet kod bilong kantri [[Saut Koria]].,한국 em i Intanet kod bilong kantri Saut_Koria,8
Indonesia em i wanpela [[kantri]] i stap long [[Esia]].,Indonesia em i wanpela kantri i stap long Esia,9
"Igat olsem 263.5 milien manmeri long Indonesia, na namba bilong ol manmeri i bihainim lotu [[Islam]] i winim olgeta narapela kantri.",Igat olsem milien manmeri long Indonesia na namba bilong ol manmeri i bihainim lotu Islam i winim olgeta narapela kantri,20
[[Kapitol]] na bikpela taun bilong Indonesia em i Jakarta.,Kapitol na bikpela taun bilong Indonesia em i Jakarta,9
Saksak em i wanpela kaikai ol i save kaikaim planti long [[Papua Niugini]].,Saksak em i wanpela kaikai ol i save kaikaim planti long Papua_Niugini,12
"Long Papua Niugini, ol i save kisim saksak long tupela kain [[diwai]].",Long Papua Niugini ol i save kisim saksak long tupela kain diwai,12
"Long sampela [[kantri]], ol i save kisim saksak long wanpela diwai i narpela kain olgeta (Cycas revoluta).",Long sampela kantri ol i save kisim saksak long wanpela diwai i narpela kain olgeta,15
Maikroekonomiks em i skul bilong ekonomics long painim [[aut]] long ol liklik junit: long wanwan kampani o wanwan man o meri.,Maikroekonomiks em i skul bilong ekonomics long painim aut long ol liklik junit long wanwan kampani o wanwan man o meri,21
"Plak bilong [[Saut Koria]] i mak olsem ofisel plak bilong kantri long Julai 12, [[1948]].",Plak bilong Saut_Koria i mak olsem ofisel plak bilong kantri long Julai,12
"Ol fopela blakpela mak insait long plak bilong [[Saut Koria]], ol i min olsem:",Ol fopela blakpela mak insait long plak bilong Saut_Koria ol i min olsem,13
"Plak bilong Palau i mak olsem ofisel plak bilong kantri long Janueri 1, [[1981]].",Plak bilong Palau i mak olsem ofisel plak bilong kantri long Janueri,12
"Wanpela Wikipedia long Tok Pisin em wanpela [[Wikipedia]] taip long [[Tok Pisin]], wanpela bikpela tokples bilong [[Papua Niugini]].",Wanpela Wikipedia long Tok Pisin em wanpela Wikipedia taip long Tok Pisin wanpela bikpela tokples bilong Papua Niugini,18
"Em wan bilong nain Wikipedias long Tok Inglis-bes kriol/Anglik tokples, narapela wan tokples; Inglis, Ol Inglis, Pitken-Nofok, Jamekan Patwa, [[Bislama]], Besik Inglis na Sranan Tongo Wikipedias.",Em wan bilong nain Wikipedias long Tok Inglisbes kriolAnglik tokples narapela wan tokples Inglis Ol Inglis PitkenNofok Jamekan Patwa Bislama Besik Inglis na Sranan Tongo Wikipedias,26
"Dr. Bhimrao Ramji Ambedkar, i man bilong kantri [[India]].",Dr Bhimrao Ramji Ambedkar i man bilong kantri India,9
Bratislava em i kapitol bilong kantri [[Slovakia]].,Bratislava em i kapitol bilong kantri Slovakia,7
[[Bratislava]] i bin igat planti nem long stori bilong em: na planti moa.,Bratislava i bin igat planti nem long stori bilong em na planti moa,13
Baha'i emi wanpela [[lotu]].,Bahai emi wanpela lotu,4
Olsem 15000 manmeri i save bihainim dispela lotu long [[Papua Niugini]].,Olsem manmeri i save bihainim dispela lotu long Papua_Niugini,9
Mama i karim em long yia [[1819]] long kantri [[Iran]].,Mama i karim em long yia long kantri Iran,9
Led Zeppelin i paspas bilong [[Bikpela Briten]].,Led Zeppelin i paspas bilong Bikpela_Briten,6
.uk em i Intanet kod bilong kantri [[Yunaitet Kingdom]].,uk em i Intanet kod bilong kantri Yunaitet_Kingdom,8
"Solwara Pasifik em i bikpela solwara we [[Papua Niugini]], Solomon Ailan, [[Nauru]], [[Vanuatu]], [[Tuvalu]], [[Niu Silan]], Tahiti, Hawai, na narapela [[ailan]] bilong [[Osenia]] i stap.",Solwara Pasifik em i bikpela solwara we Papua_Niugini Solomon Ailan Nauru Vanuatu Tuvalu Niu Silan Tahiti Hawai na narapela ailan bilong Osenia i stap,24
"Bochotnica emi wanpela peles long saut-ist hap bilong kantri [[Polan]], namel long Puławy na Lublin, klostu long peles Kazimierz Dolny, long Wara Bystra.",Bochotnica emi wanpela peles long sautist hap bilong kantri Polan namel long Puławy na Lublin klostu long peles Kazimierz Dolny long Wara Bystra,23
Long 2010 igat 1500 manmeri i silip long peles [[Bochotnica]].,Long igat manmeri i silip long peles Bochotnica,8
em i Intanet kod bilong kantri [[Syria]].,em i Intanet kod bilong kantri Syria,7
Tok Pisin i stap wanpla [[tokples]] na toktok long bung blong [[Papua Niugini]].,Tok Pisin i stap wanpla tokples na toktok long bung blong Papua Niugini,13
"Planti ol hap tok blong Tok Pisin igat as long Tok Inglis, Tok Malay na long sampla ol tokples long Papua Niugini olsem Kuanua kam long [[Rabaul]].",Planti ol hap tok blong Tok Pisin igat as long Tok Inglis Tok Malay na long sampla ol tokples long Papua Niugini olsem Kuanua kam long Rabaul,27
Tok Pisin em i wanpela tokples blong Gavman blong Papua Niugini (wantaim Tok Inglis na [[Hiri Motu]]).,Tok Pisin em i wanpela tokples blong Gavman blong Papua Niugini,11
"Ol i yusim Tok Pisin long Haus Palamen, na long lokol gavman, na long sampela ol elementari [[skul]].",Ol i yusim Tok Pisin long Haus Palamen na long lokol gavman na long sampela ol elementari skul,18
"Tok Pisin i helpim tru ol lain long [[Papua Niugini]], blong wanem i gat planti tokples long [[PNG]] - moa yet long olgeta narapela kantri long [[wol]].",Tok Pisin i helpim tru ol lain long Papua_Niugini blong wanem i gat planti tokples long PNG moa yet long olgeta narapela kantri long wol,25
"Tok Pisin, [[Bislama]] na Pijin kam long wanlain.",Tok Pisin Bislama na Pijin kam long wanlain,8
"Bislama i stap wanpla toktok blong [[Vanuatu]], na Tok Pijin blong [[Solomon Ailans]], tasol ol tripela i stap liklik narakain long wanwan narapla.",Bislama i stap wanpla toktok blong Vanuatu na Tok Pijin blong Solomon Ailans tasol ol tripela i stap liklik narakain long wanwan narapla,23
"Narapla toktok i klostu Tok Pisin i stap Torres Strait Creole wanem i tokim long Torres Strait, Queensland (Kwinslend), [[Ostrelia]].",Narapla toktok i klostu Tok Pisin i stap Torres Strait Creole wanem i tokim long Torres Strait Queensland Ostrelia,19
Kairo em i kapitol na taun bikpela tumas bilong [[kantri]] [[Ijip]] long [[Aprika]].,Kairo em i kapitol na taun bikpela tumas bilong kantri Ijip long Aprika,13
Tapini i wanpela lokal gavman eria long [[Sentral Provins]].,Tapini i wanpela lokal gavman eria long Sentral_Provins,8
"Vietnam (vi:""Việt Nam"") em i kantri bilong [[Esia]].",Vietnam em i kantri bilong Esia,6
Kapitol na lajes siti bilong Vietnam emi [[Ho Chi Minh City]].,Kapitol na lajes siti bilong Vietnam emi Ho_Chi_Minh_City,8
Ofisel tokples bilong Vietnam emi [[Tok Vietnam]].,Ofisel tokples bilong Vietnam emi Tok_Vietnam,6
[[Vietnam]] em i gat 86 milien manmeri.,Vietnam em i gat milien manmeri,6
"Ol taun bikpela bilong Pranis em i [[Ho Chi Minh City]], Hanoi, Da Nang, Hai Phong, Can Tho, Hue, [[Nha Trang]], Vinh, Quy Nhon, Da Lat, Buon Me Thuot, Bien Hoa, Vung Tau, Phan Thiet, Ha Long, [[Đồng Hới]], Thu Dau Mot, Tan An, My Tho, Long Xuyen, Ca Mau, Hoi An.",Ol taun bikpela bilong Pranis em i Ho_Chi_Minh_City Hanoi Da Nang Hai Phong Can Tho Hue Nha Trang Vinh Quy Nhon Da Lat Buon Me Thuot Bien Hoa Vung Tau Phan Thiet Ha Long Đồng Hới Thu Dau Mot Tan An My Tho Long Xuyen Ca Mau Hoi An,49
"Nem bilon mun long [[Tok Latin]] i ""Luna"".",Nem bilon mun long Tok_Latin i Luna,7
"Bikpela ston i tantanim San, olsem Graun, ol i kolim [[planet]].",Bikpela ston i tantanim San olsem Graun ol i kolim planet,11
Sentral em i wanpela provins i stap long [[Papua Niugini]].,Sentral em i wanpela provins i stap long Papua_Niugini,9
"[[Pot Mosbi]] em i [[kapitol]] bilong Sentral, tasol Pot Mosbi emi stap tru long [[Nesenel Kapitol Distrik]], na i no stap tru insait long Sentral Provins.",Pot_Mosbi em i kapitol bilong Sentral tasol Pot Mosbi emi stap tru long Nesenel Kapitol Distrik na i no stap tru insait long Sentral Provins,25
"Mama i karim em long [[Mas]] 19, yia [[1949]] long [[Rasia]].",Mama i karim em long Mas yia long Rasia,9
Arara em i nambawan siti [[Brasil]].,Arara em i nambawan siti Brasil,6
.eg em i Intanet kod bilong kantri [[Ijip]].,eg em i Intanet kod bilong kantri Ijip,8
Cambodia em i wanpela [[kantri]] long Sout-Es [[Esia]].,Cambodia em i wanpela kantri long SoutEs Esia,8
[[Kapitol]] long Cambodia emi Phnom Penh.,Kapitol long Cambodia emi Phnom Penh,6
"Nha Trang (vi:""Thành phố Nha Trang"") em i citi bikpela tru bilong Khanh Hoa, [[Vietnam]].",Nha Trang em i citi bikpela tru bilong Khanh Hoa Vietnam,11
Ofisel tokples bilong Khanh Hoa emi [[Tok Vietnam]].,Ofisel tokples bilong Khanh Hoa emi Tok_Vietnam,7
"[[Nha Trang]] em i gat 0,4 milien manmeri.",Nha_Trang em i gat milien manmeri,6
.lu em i Intanet kod bilong kantri [[Laksembog]].,lu em i Intanet kod bilong kantri Laksembog,8
"Wes Papua (""West Papua"" o ""West New Guinea"") em i Wes hap bilong ailan [[Niugini]].",Wes Papua em i Wes hap bilong ailan Niugini,9
Amerika i [[kontinen]] i [[ailan]] i bikpela tumas (na narapela liklik ailan i stap klostu long dispela ailan i bikpela tumas).,Amerika i kontinen i ailan i bikpela tumas,8
Niu Ailan ailan () i wanpela [[ailan]] long [[Niu Ailan]] Provins insait long [[Papua Niugini]].,Niu Ailan ailan i wanpela ailan long Niu Ailan Provins insait long Papua Niugini,14
Westen Hailans em i wanpela provins i stap long [[Papua Niugini]].,Westen Hailans em i wanpela provins i stap long Papua_Niugini,10
[[Maun Hagen]] em i [[kapitol]] na taun bikpela tumas bilong em.,Maun_Hagen em i kapitol na taun bikpela tumas bilong em,10
Con Dao ([[Tok Vietnam]]:Côn Đảo) em i bikpela ailan long [[Vietnam]].,Con Dao em i bikpela ailan long Vietnam,8
China istap tupela kantri bilong [[Esia]].,China istap tupela kantri bilong Esia,6
Myanmar em i wanpela [[kantri]] long [[Esia]].,Myanmar em i wanpela kantri long Esia,7
[[Kapitol]] long emi Naypyidaw.,Kapitol long emi Naypyidaw,4
"Buk Baibel ([[John 3:16]]) i [[tok]]:  ""Got i lavim tumas ol manmeri bilong dispela giraun na em i bin givim wanpela pikinini tasol bilong em long ol, na husat manmeri i bilipim Em bai i no inap long i [[dai]], tasol, bai em i kisim laip bilong oltaim oltaim.""",Buk Baibel i tok Got i lavim tumas ol manmeri bilong dispela giraun na em i bin givim wanpela pikinini tasol bilong em long ol na husat manmeri i bilipim Em bai i no inap long i dai tasol bai em i kisim laip bilong oltaim oltaim,47
