	Clean_Content	Human_Label
1099	na the table be dis. na 3rd we dey now. lille must hear am. victor osimhen no come show yasef dat day ooo! no reason am at all, at all. you must kwere!	positive
3874	biafra remembrance day: ipob sit at home order flop ?	neutral
3947	dat star boy wey dey give evri defence correct gbege el shara shara (	positive
4487	do you remember when you joined twitter? i do!	neutral
13838	cameroon drug sellers say deh go wear one trouser wit minister, as e wan stop dem business	negative
7466	naija youths yarn with peter obi	positive
616	solskjaer ontop rashford: “e get back woundjure but no be the same injury as last time. now we dey worry about two injuries at once but we go try our best with am, so e go dey fit for liverpool. we no go rush am back sha.”	positive
2397	faan don deny tori say dem stop uber and bolt from airport waka.	negative
4000	joseph assomo say na inside confusion army burn houses, spoil cargo for alachu	negative
10029	wat e dis?! di race for kano state dey tight! result update:	positive
9374	in case they miss am, see am here	positive
833	roman abramovich don yarn middle eastern consortium say he no dey sell give dem even dou dey carry ogbonge money put for table. oga, no sell give dem, we like as you get us.	neutral
1675	etiri! na only pipu wey undastand yoruba go undastand...	neutral
5800	if you no dey for o'jez bar &amp; restaurant now wey dey inside national stadium lagos state. you dey miss!	positive
9326	join us now. wetin different between now and jan to believe?	positive
4827	tekno agege song release no sweet nigeria gofment for belle.	negative
10955	bros nah. you sha wan cause fight.	neutral
28	“yes na foul on de gea but wetin pogba dey do when dem cross that ball?.”	positive
7661	swiss court sentence president biya e body guards for seka 'barbaric behaviour'	negative
2237	luka jovic : di striker move dey totori real madrid fans	positive
6430	round of 16 draw sum up your reaction with a gif	positive
6467	"""asa dey come to safe us"""	positive
8569	oya make you listen to the only wey dey play you % naija music. celebrities interview for listen via (link: (link: (link:  . no forget promote your song. advertise call 08111356509	positive
10874	bbc yoruba dey follow drop advice for pipo wey dey use ‘ori’ (shea butter) ontop day e go prevent .	neutral
10929	mason greenwood don score eight goals for all competitions this season - the only teenager wey don score pass am for europe top 5 leagues na jadon sancho (12). [bbc]	positive
6309	gooooooooooooooooal!!!! fazio tear net for us as we eqwalise! 1⃣-1⃣	positive
3495	nysc member die afta she use 'sniper' wash hair	negative
3043	nicolas pepe goals 'perfect' pepper for gunners	negative
6060	ehen my people, hope say you enjoy your weekend? oya gospel vibes don land again with  on top  make you check out the songs wey enter our top 10 gospel songs of the week list... 10. sogi by…	positive
13830	game of thrones: follow-up series 'house of the dragons' go soon land	neutral
11164	"how pipo react wen reply to lilian orwah tweet say ""once you say you love me, you already dey owe me moni"""	neutral
3403	":“belle dey sweet me well-well to celebrate una national day""  queen elizabeth ii message to  on nigeria"	positive
9660	henrikh mkhitaryan don land for rome... ️	positive
13793	"""i bin don dey chase dis goal since ehn. i really dey proud onto how my team mates tap ball dis night - we cajad wella and we run di game."" - pellegrini"	positive
3288	batsman don tear net. vs	positive
10794	bank of ghana🇬🇭 give many reasaons for dis new higher denomination. some people feel say dis move be bomb. what be your take on dis ghc 200, 100 and gh matter?	positive
11209	ghana traffic police go start wear bullet proof vest den carry guns after deadly attacks on dema officers	positive
3767	️ sub henrikh mkhitaryan enta for diego perotti as we enta di lass 15 minutes. 1⃣-3⃣	neutral
5396	imagine qweshun sha! who else nah?	neutral
9404	na now you yarn beta. we no say him no play well, him play well. him rush outs dey risky and e get one ball him play out wey wan backfire but he cover up.	positive
8398	for some kontris for asia, you go pay over $3,000 if dem tell you to isolate for house and you comot! which punishment your kontri ready to nack pipo wey no follow covid-19 orders?	neutral
6038	plenty tears dey for background of dis two pictures	negative
13778	based on logistics na who una think say go be the next senate president and speaker of di house of reps?	neutral
4940	"alan shearer don throway tuale give jorginho wey throw one beta pass give fada abraham make he score. shearer call the pass ""pass of the season""."	positive
10180	na daniel james defensive stats vs. man city: hin recover 8 ball hin win 4 tackles hin block 2 crosses hin do 1 interception hin do 0 fouls na defensive winger. 󠁧󠁢󠁷󠁬󠁳󠁿	positive
13894	no shaking. we dey ready!	positive
13706	first half don start.	positive
9926	xi vs burnley: de gea, young, lindelof, maguire, williams, fred, matic, james, andreas, rashford, martial how you see am?	positive
7344	na how luke shaw take dey wait for the full time whistle in inter vs barcelona game..	positive
5381	ft: liverpool 1 vs 1. giroud bin score for us in the 36 minute but mane equalise in the 48 minute.	positive
6410	as you enta the stadium, turn right. you go dey hear the match from speaker wey dey the bar.	positive
12079	don beg all dia b4b4 young players wey dia b4b4 chief scout eddie heath knack sword and the club no know dat time. chelsea dey yarn dem sorry.	positive
256	where you wan see andreas pereira against aston villa?  for start like for bench ️	positive
8692	voting session wan start open-secret ballot style na im dem wan do... watch di inaguration of di 9th national assembly for nigeria:	neutral
12772	signs say your work dey stress you die	neutral
13207	no evidence say buhari no go school'	neutral
13457	check ham out. update your  written by	neutral
11739	na 11th we dey now. we dey 7 points for back of premier league leaders.	positive
13303	dem use am buy and sell players.	positive
11366	inter milan dey huzzle to collect marcos alonso to fill dia left-back position, but dey ask for €40m to komplete the transfa. (la gazzetta dello sport)	positive
95	burna boy, davido, diamond platnumz, shatta wale, sho madjozi, tiwa savage, wizkid, and yemi alade na di nominees for artiste of di year. who you tink say go win am?	positive
11671	good morning! you sabi di meaning of today proverb? na eyetan dennis elete drop am for we domot.	neutral
5695	gun men shoot for bamenda, shout 'free sisuku ayuk’	negative
163	23' zouma chop chance from corner.	positive
788	nigeria border closure don helep us seize pass n1.4 billion items - fg	negative
5457	"""if you dey pray, dem go beat you. if you dey study, dem go beat you."" isa ibrahim, one of di pipo dem rescue from 'kaduna torture school' narrate im eerience give bbc. kaduna 'torture house' do me 'like hellfire'"	negative
5898	ruga settlement: why dis fulani herdsman no gbadun di plan	negative
9479	kano emirates: general abdulsalami go lead peace toks for kano	neutral
72	lampard con confam say jorginho na our asst. skippo. he con hama am say na so so gud character him dey show any time he dey around and the main koko na him english don improve.	positive
5782	coronavirus - virus: see di list of kontris wey don get covid-19 disease as e dey spread  -19	negative
1417	na the first league match for english premier league don' use style style reach oo.. liverpool go gbege norwich for anfield.	positive
6645	jay-z don enta weed business	neutral
11387	we dey trowey salute to uns dis o	neutral
13200	skippo  don tear net 3️⃣ times wit goals wey dey sweet belle and eyes against genoa for olimpico!	positive
6933	europa league our opponents for round of 32 na... 🇧🇪	neutral
3250	we hail am, e try!	positive
7172	sir alex don land for molineux ️ [men]	positive
10318	totti don show show again for ‘night for kings’... no dull am!	negative
9289	rivers: police for rivers state don get new plan to end kidnap for east-west road	positive
884	na daniel james create 4 chances vs. man city, no player for pitch create more. thia guy na the biggest steal in recent times for manchester united	positive
3381	we no understand dis your tok	neutral
3997	na all di games for matchday 34 for be dis. apart from which oda match you go chook eye?	neutral
9274	na brandon williams game by numbers vs. wolves: e get 81% pass accuracy e make 16 final third passes e get 2 interceptions e make 2 blocks e concede 0 goals na the missing piece for our defense	positive
8665	see money wey make or lose for transfer since abrahamovich buy the club.	positive
5356	abeg fada abraham no kill ya sef, jus gada ya sef up, train hard, chisel ya leg and go scatta nets. uefa no dey finish, if you work hard, you go reash anoda one.	positive
635	: nigeria go receive 319 south africa returnees on tuesday	neutral
