text,text_preprocessed,k10_label
George Herbert Walker Bush (boen 1924) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,George Herbert Walker Bush i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Seth Wilbur Moulton (boen 24 Oktoba 1978) i politikis blong [[Yunaeted Stet blong Amerika]].,Seth Wilbur Moulton i politikis blong Yunaeted_Stet_blong_Amerika,1_2
John Adams (1735 - 1826) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,John Adams i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
"Robert ""Bob"" Dylan (bon Robert Allen Zimmerman long 24 Mei 1941), em i man blong singsing blong [[Yunaeted Stet blong Amerika]].",Robert Bob Dylan em i man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
Willard Mitt Romney (boen 1947) i politikis blong [[Yunaeted Stet blong Amerika]].,Willard Mitt Romney i politikis blong Yunaeted_Stet_blong_Amerika,1_2
"Hoobastank, hem i miusik grup blong [[Yunaeted Stet blong Amerika]].",Hoobastank hem i miusik grup blong Yunaeted_Stet_blong_Amerika,1_3
Lyndon Baines Jonson (1908 - 1973) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Lyndon Baines Jonson i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Pittsfield em i wan siti blong Massachusetts blong [[Yunaeted Stet blong Amerika]].,Pittsfield em i wan siti blong Massachusetts blong Yunaeted_Stet_blong_Amerika,1_3
Herbert Clark Hoover (1874 - 1964) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Herbert Clark Hoover i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
R. Kelly (boen 8 Januware 1967 as Robert Sylvester Kelly) em i man blong singsing blong [[Yunaeted Stet blong Amerika]].,R Kelly em i man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
"Phineas Taylor ""P. T."" Barnum (5 Julae 1810 – 7 Epril 1891) em i bisnesman blong [[Yunaeted Stet blong Amerika]].",Phineas Taylor P T Barnum em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
John R. Cash (26 Februari 1932 – 12 Septemba 2003) em i bin man blong singsing blong [[Yunaeted Stet blong Amerika]].,John R Cash em i bin man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
Warren Edward Buffett (boen 30 Ogis 1930) em i bisnesman blong [[Yunaeted Stet blong Amerika]].,Warren Edward Buffett em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
"William Vennard (bon long 31 Januwari 1909 long Norman long [[Illinois]] mo bin ded 10 Januwari 1971 long [[Los Angeles]]), em i bin man blong singsing mo man blong miusikoloji blong [[Yunaeted Stet blong Amerika]].",William Vennard em i bin man blong singsing mo man blong miusikoloji blong Yunaeted_Stet_blong_Amerika,1_3
John Sidney McCain III (boen 29 Ogis 1936) i politikis blong [[Yunaeted Stet blong Amerika]].,John Sidney McCain III i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Gerald Rudolph Ford Jr. (1913 - 2006) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Gerald Rudolph Ford Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
William Henry Harrison Sr. (1773 - 1841) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,William Henry Harrison Sr i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Chester Alan Arthur (5/10/1829 - 18 November 1886) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Chester Alan Arthur i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
"Jeb Kreager (bon long XX sentri), em i wan akta blong filem mo stej blong [[Yunaeted Stet blong Amerika]].",Jeb Kreager em i wan akta blong filem mo stej blong Yunaeted_Stet_blong_Amerika,1_3
"Alwina Valleria (bon Alwina Schoening long 12 Oktoba 1848 long Baltimore mo bin ded 17 Februari 1925 long Nice long [[Franis]]), em i bin woman blong singsing blong [[Yunaeted Stet blong Amerika]].",Alwina Valleria em i bin woman blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
"James Marshall ""Jimi"" Hendrix (1942 - 1970) em i man blong singsing blong [[Yunaeted Stet blong Amerika]].",James Marshall Jimi Hendrix em i man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
Andrew Jackson (1767 - 1845) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Andrew Jackson i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Rutherford Birchard Hayes (1822 - 1893) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Rutherford Birchard Hayes i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Beyoncé Giselle Knowles-Carter (bon 4 Septemba 1981) em i woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Beyoncé Giselle KnowlesCarter em i woman blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
"Joe Biden (fulnem ""Joseph Robinette Biden Jr.""), bon 1942, i politikis blong [[Yunaeted Stet blong Amerika]].",Joe Biden bon i politikis blong Yunaeted_Stet_blong_Amerika,1_2
"Abraham Lincoln (bon long 12 Februari 1809 long Sinking Spring Farm long [[Kentucky]] – bin ded 15 Epril 1865 long Washington, D.C.), em i bin hed blong stet blong [[Yunaeted Stet blong Amerika]], stat long 1861, kasem 1865.",Abraham Lincoln em i bin hed blong stet blong Yunaeted_Stet_blong_Amerika stat long kasem,1_1
Stephen Grover Cleveland (18 Maj 1837 – 24 Jun 1908) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Stephen Grover Cleveland i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
"Steven Paul ""Steve"" Jobs (24 Februari 1955 – 5 Oktoba 2011) em i bisnesman blong [[Yunaeted Stet blong Amerika]].",Steven Paul Steve Jobs em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
[[Eminem]] (boen 1972) em i man blong singsing blong [[Yunaeted Stet blong Amerika]].,Eminem em i man blong singsing blong Yunaeted Stet blong Amerika,1_5
"Rebecca Alie Romijn-Stamos (bon long 6 Novemba 1972 long Berkeley long California), em i akta blong film mo foma ""model"" blong [[Yunaeted Stet blong Amerika]].",Rebecca Alie RomijnStamos em i akta blong film mo foma model blong Yunaeted_Stet_blong_Amerika,1_3
Jeff Bezos (boen 12 Januware 1964) em i bisnesman blong [[Yunaeted Stet blong Amerika]].,Jeff Bezos em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
James Knox Polk (1795 - 1849) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,James Knox Polk i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
"Hillary Summers (bon long 22 Februari 1949 long Albuquerque), em i wan foma akta blong pornografi blong [[Yunaeted Stet blong Amerika]].",Hillary Summers em i wan foma akta blong pornografi blong Yunaeted_Stet_blong_Amerika,1_3
"Charles Ellis ""Chuck"" Schumer (boen 23 Novemba 1950) i politikis blong [[Yunaeted Stet blong Amerika]].",Charles Ellis Chuck Schumer i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Benjamin Harrison (1833 - 1901) em i bin hed blong stet blong [[Yunaeted Stet blong Amerika]].,Benjamin Harrison em i bin hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Justin Randall Timberlake (boen 31 Januware 1981) em i man blong singsing blong [[Yunaeted Stet blong Amerika]].,Justin Randall Timberlake em i man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
Michael Joseph Jackson (1958-2009) em i bin man blong singsing blong [[Yunaeted Stet blong Amerika]].,Michael Joseph Jackson em i bin man blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
Alabama i wan stet long saotis blong [[Yunaeted Stet blong Amerika]].,Alabama i wan stet long saotis blong Yunaeted_Stet_blong_Amerika,1_3
"The Doors, hem i wan miusik grup blong [[Yunaeted Stet blong Amerika]].",The Doors hem i wan miusik grup blong Yunaeted_Stet_blong_Amerika,1_3
"Randal Howard ""Rand"" Paul (boen 7 Januware 1963) i politikis blong [[Yunaeted Stet blong Amerika]].",Randal Howard Rand Paul i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Kat Green (bon Kathryn Greenblatt long XX sentri) em i raeta blong miusik mo foma akta blong filem blong [[Yunaeted Stet blong Amerika]].,Kat Green em i raeta blong miusik mo foma akta blong filem blong Yunaeted_Stet_blong_Amerika,1_3
Paul Davis Ryan Jr. (boen 29 Januware 1970) i politikis blong [[Yunaeted Stet blong Amerika]].,Paul Davis Ryan Jr i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Harry S. Truman (1884 - 1972) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Harry S Truman i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Smol Gel [[Hu]] Giaman i wan soem blong [[Yunaeted Stet blong Amerika]].,Smol Gel Hu Giaman i wan soem blong Yunaeted Stet blong Amerika,1_5
Solange Piaget Knowles (boen 24 Jun 1986) em i woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Solange Piaget Knowles em i woman blong singsing blong Yunaeted_Stet_blong_Amerika,1_0
William McKinley (1843 - 1901) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,William McKinley i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
"Spiro Theodore ""Ted"" Agnew (9 Novemba 1918 – 17 Septemba 1996) em i politikis blong [[Yunaeted Stet blong Amerika]].",Spiro Theodore Ted Agnew em i politikis blong Yunaeted_Stet_blong_Amerika,1_2
James Buchanan Jr. (1791 - 1868) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,James Buchanan Jr i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Lindsey Olin Graham (boen 9 Julae 1955) i politikis blong [[Yunaeted Stet blong Amerika]].,Lindsey Olin Graham i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Ulysses S. Grant (1822 - 1885) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Ulysses S Grant i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
James Abram Garfield (1831 - 1881) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,James Abram Garfield i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
John Forbes Kerry (boen 11 Desemba 1943) em i politikis blong [[Yunaeted Stet blong Amerika]].,John Forbes Kerry em i politikis blong Yunaeted_Stet_blong_Amerika,1_2
"Halle Maria Berry (bon long 14 Ogis 1966 long [[Cleveland, Ohio]]), em i wan akta blong filem mo foma ""model"" blong [[Yunaeted Stet blong Amerika]].",Halle Maria Berry em i wan akta blong filem mo foma model blong Yunaeted_Stet_blong_Amerika,1_3
"Tyler Grant Jacobs (bon long 25 Oktoba 1977 long [[Yunaeted Stet blong Amerika]]), em i wan krietiv daerekta, man blong grafik disaen, man blong miusik, bloga mo foma pikinini akta blong Yunaeted Stet blong Amerika.",Tyler Grant Jacobs em i wan krietiv daerekta man blong grafik disaen man blong miusik bloga mo foma pikinini akta blong Yunaeted Stet blong Amerika,1_5
Michael Rubens Bloomberg (boen 14 Februari 1942) em i bisnesman blong [[Yunaeted Stet blong Amerika]].,Michael Rubens Bloomberg em i bisnesman blong Yunaeted_Stet_blong_Amerika,1_4
Warren Gamaliel Harding (1865 - 1923) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Warren Gamaliel Harding i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
Donald John Trump (boe 14 Jun 1946) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Donald John Trump i hed blong stet blong Yunaeted_Stet_blong_Amerika,1_1
"Catherine Erhardt (bon long 28 Oktoba 1951 long Rye, New York), em i wan foma akta blong filem mo foma ""model"" blong [[Yunaeted Stet blong Amerika]].",Catherine Erhardt em i wan foma akta blong filem mo foma model blong Yunaeted_Stet_blong_Amerika,1_3
"Johnny Reid ""John"" Edwards (boen 10 Jun 1953) em i politikis blong [[Yunaeted Stet blong Amerika]].",Johnny Reid John Edwards em i politikis blong Yunaeted_Stet_blong_Amerika,1_2
Akane Haga (bon long yia 2002) em i woman blong singsing blong [[Japan]].,Akane Haga em i woman blong singsing blong Japan,2_8
Reina Tanaka (boen 1989) em i woman blong singsing blong [[Japan]].,Reina Tanaka em i woman blong singsing blong Japan,2_8
Park Chanyeol (1992 - ) em i wan man blong singsing blong [[Saot Koria]].,Park Chanyeol em i wan man blong singsing blong Saot_Koria,2_9
Akari Hayami (boen 1995) em i woman blong singsing blong [[Japan]].,Akari Hayami em i woman blong singsing blong Japan,2_8
Céline Marie Claudette Dion (boen 30 Maj 1968) em i woman blong singsing blong [[Kanada]].,Céline Marie Claudette Dion em i woman blong singsing blong Kanada,2_7
Isao Bitō (boen 1943) em i man blong singsing blong [[Japan]].,Isao Bitō em i man blong singsing blong Japan,2_5
"Mizuki Fukumura (bon long yia 1996), em i woman blong singsing blong [[Japan]].",Mizuki Fukumura em i woman blong singsing blong Japan,2_8
Minami Minegishi (bon long 15 Novemba 1992 long Itabashi long Tokyo Metropolis) em i woman blong singsing blong [[Japan]].,Minami Minegishi em i woman blong singsing blong Japan,2_8
Maki Goto (boen 1985) em i woman blong singsing blong [[Japan]].,Maki Goto em i woman blong singsing blong Japan,2_8
Kim Jong-hyun (1990 - 2017) em i wan man blong singsing blong [[Saot Koria]].,Kim Jonghyun em i wan man blong singsing blong Saot_Koria,2_9
"Alla Borisovna Pugacheva (bon long 15 Epril 1949 long [[Moskow]]), em i woman blong singsing mo raeta blong miusik blong Rusia.",Alla Borisovna Pugacheva em i woman blong singsing mo raeta blong miusik blong Rusia,2_0
Shiori Tamai (boen 1995) em i woman blong singsing blong [[Japan]].,Shiori Tamai em i woman blong singsing blong Japan,2_8
Jennie kim (boen 16 Januale 1996) em i woman blong singsing blong [[Saot Koria]].,Jennie kim em i woman blong singsing blong Saot_Koria,2_10
Yuko Nakazawa (boen 1973) em i woman blong singsing blong [[Japan]].,Yuko Nakazawa em i woman blong singsing blong Japan,2_8
Momoka Akashi (boen 1981) em i woman blong singsing blong [[Japan]].,Momoka Akashi em i woman blong singsing blong Japan,2_8
Sayaka Akimoto (boen 1988) em i woman blong singsing blong [[Japan]].,Sayaka Akimoto em i woman blong singsing blong Japan,2_8
Leonard Norman Cohen (1934-2016) em i bin man blong singsing blong [[Kanada]].,Leonard Norman Cohen em i bin man blong singsing blong Kanada,2_6
Anna Yuryevna Netrebko (boen 1971) em i woman blong singsing blong Rusia mo [[Ostria]].,Anna Yuryevna Netrebko em i woman blong singsing blong Rusia mo Ostria,2_7
Mayu Watanabe (boen 26 Maj 1994) em i woman blong singsing blong [[Japan]].,Mayu Watanabe em i woman blong singsing blong Japan,2_8
"Mariah Carey, em i wan woman blong singsing mo akta blong [[Amerika]].",Mariah Carey em i wan woman blong singsing mo akta blong Amerika,2_1
Minami Takahashi (boen 1991) em i woman blong singsing blong [[Japan]].,Minami Takahashi em i woman blong singsing blong Japan,2_8
"Kaede Kaga (bon long yia 1999), em i woman blong singsing blong [[Japan]].",Kaede Kaga em i woman blong singsing blong Japan,2_8
Seulgi (boen 1994) em i woman blong singsing blong [[Saot Koria]].,Seulgi em i woman blong singsing blong Saot_Koria,2_10
Masaki Sato (boen 1999) em i woman blong singsing blong [[Japan]].,Masaki Sato em i woman blong singsing blong Japan,2_8
"Momoko Bitō (bon long yia 1975), em i woman blong singsing blong [[Japan]].",Momoko Bitō em i woman blong singsing blong Japan,2_8
Chisato Okai (boen 21 Jun 1994) i woman blong singsing blong [[Japan]].,Chisato Okai i woman blong singsing blong Japan,2_8
Kanna Arihara (boen 1993) em i woman blong singsing blong [[Japan]].,Kanna Arihara em i woman blong singsing blong Japan,2_8
Akari Takeuchi (boen 1997) em i woman blong singsing blong [[Japan]].,Akari Takeuchi em i woman blong singsing blong Japan,2_8
Jihyo em i woman blong singsing blong [[Saot Koria]].,Jihyo em i woman blong singsing blong Saot_Koria,2_10
Eri Kamei (boen 1988) em i woman blong singsing blong [[Japan]].,Eri Kamei em i woman blong singsing blong Japan,2_8
Kanako Momota (boen 1994) em i woman blong singsing blong [[Japan]].,Kanako Momota em i woman blong singsing blong Japan,2_8
Koharu Kusumi (boen 1992) em i woman blong singsing blong [[Japan]].,Koharu Kusumi em i woman blong singsing blong Japan,2_8
Rina Kawaei (boen 12 Februari 1995) em i bin woman blong singsing blong [[Japan]].,Rina Kawaei em i bin woman blong singsing blong Japan,2_2
"Chisaki Morito (bon long yia 2000), em i woman blong singsing blong [[Japan]].",Chisaki Morito em i woman blong singsing blong Japan,2_8
Rina Matsuno (16 Julae 1998 long Tokyo - 8 Februari 2017 long Tokyo) em i bin woman blong singsing blong [[Japan]].,Rina Matsuno em i bin woman blong singsing blong Japan,2_2
"Stefania ""Fanny"" Cadeo (bon long 11 Septemba 1970 long Lavagna), em i akta mo woman blong singsing blong [[Itali]].",Stefania Fanny Cadeo em i akta mo woman blong singsing blong Itali,2_3
Haruko Momoi (boen 1977) em i woman blong singsing blong [[Japan]].,Haruko Momoi em i woman blong singsing blong Japan,2_8
Maimi Yajima (boen 7 Februari 1992) em i woman blong singsing blong [[Japan]].,Maimi Yajima em i woman blong singsing blong Japan,2_8
Emiko Shiratori (boen 16 Maj 1950) em i woman blong singsing blong [[Japan]].,Emiko Shiratori em i woman blong singsing blong Japan,2_8
Momoe Yamaguchi (boen 17 Januware 1959) em i woman blong singsing blong [[Japan]].,Momoe Yamaguchi em i woman blong singsing blong Japan,2_8
Yūko Ōshima (boen 17 Oktoba 1988) em i woman blong singsing blong [[Japan]].,Yūko Ōshima em i woman blong singsing blong Japan,2_8
"Marilyn Monroe (Norma Jane Mortenson o Baker, 1 Jun 1926 long [[Los Angeles]], California - 5 Ogis 1962 long samfala ples) em i bin wan akta mo woman blong singsing blong USA.",Marilyn Monroe em i bin wan akta mo woman blong singsing blong USA,2_3
Risa Niigaki (boen 1988) em i woman blong singsing blong [[Japan]].,Risa Niigaki em i woman blong singsing blong Japan,2_8
Paulo Fernando Fazenda Manuel (boen 19 Novemba 1998) em i man blong singsing blong rap blong [[Angola]].,Paulo Fernando Fazenda Manuel em i man blong singsing blong rap blong Angola,2_6
Atsuko Maeda (boen 10 Julae 1991) em i woman blong singsing blong [[Japan]].,Atsuko Maeda em i woman blong singsing blong Japan,2_8
Airi Suzuki (boen 1994) em i woman blong singsing mo akta blong [[Japan]].,Airi Suzuki em i woman blong singsing mo akta blong Japan,2_4
"Roxanne (boen long yia 1967 long [[Vienna]] long Austria), em i woman blong singsing blong ""euro disco"" blong [[Ostria]].",Roxanne em i woman blong singsing blong euro disco blong Ostria,2_7
Momoko Ishida (boen 1950) em i woman blong singsing blong [[Japan]].,Momoko Ishida em i woman blong singsing blong Japan,2_8
"Miki Nonaka (bon long yia 1999), em i woman blong singsing blong [[Japan]].",Miki Nonaka em i woman blong singsing blong Japan,2_8
Rie Kitahara (boen 24 Jun 1991) em i woman blong singsing blong [[Japan]].,Rie Kitahara em i woman blong singsing blong Japan,2_8
Wendy Son (boen 1993) em i woman blong singsing blong [[Saot Koria]].,Wendy Son em i woman blong singsing blong Saot_Koria,2_10
"Annie Vitelli (bon 1837 long [[London]] long Inglan mo bin ded 1917 long [[Ostrelia]]), em i bin woman blong singsing blong [[Niusilan]].",Annie Vitelli em i bin woman blong singsing blong Niusilan,2_5
Ai Takahashi (boen 1986) em i woman blong singsing blong [[Japan]].,Ai Takahashi em i woman blong singsing blong Japan,2_8
Byun Baek-hyun (1992 - ) em i wan man blong singsing blong [[Saot Koria]].,Byun Baekhyun em i wan man blong singsing blong Saot_Koria,2_9
Momoko Tsugunaga (boen 6 Maj 1992) em i woman blong singsing blong [[Japan]].,Momoko Tsugunaga em i woman blong singsing blong Japan,2_8
Yuki Kashiwagi (boen 1991) em i woman blong singsing blong [[Japan]].,Yuki Kashiwagi em i woman blong singsing blong Japan,2_8
Saki Shimizu (boen 1991) em i woman blong singsing blong [[Japan]].,Saki Shimizu em i woman blong singsing blong Japan,2_8
